Responses,contexts,faithfulness Score
??,"?? ?? ????? ??????? ??????? ?????? ?? ???????? ????????.[45] ????? ????? ??????? ?????? ?? ???????? ????????? ???? ??????? ?????? ?????? ????? ???? ?????? ?????? ?????? ????? ?? ??? ?????? ?? ????? ???? ?????? ????? ??? ?????? ?????? ??????? ??? ?? ????? ???? ???? ????? ????????. ???? ??? ??? ??????? ?????? ?? ???????? ????????? ?? ??????? ??????? ?? ???? ??????? ??? ?? ??????? ?????? ???? ??? ???? ?????????? ?????? ???? ?????? ??????? ?????? ??? ?? ????[58] ???? ??? ????? ???? ????? ?????? ?????? ?? ????? ??? ????? ???? ?? ??????????? ???? ?? ????? ?????????? ?? ??????? ????? ????? ???? ??? ????? ????? ???????? ??? 1260 ????.[59]
 ?? ????? ?????? ?????????? ???????? ??? ???? ???? ?????? ???????? ???? ???? ?????? ???? ???? ???????? ???? ?????? ?????? (???????????:  Fragment Header)? ???? ?????????? ???????? ?? ??? ????? ??????? ??? ????? ??? ???????? ??? ???????? ????????? ??? ?? ???? ???? ??? «???????? ???????» ?? ?????? ?????????? ??????? ?????? ??? ?????? 44.[60]
 ???? ??? ?????? ?????? 8 ????? ?????? ?? 6 ????? ?? ???? ????? ??????:[45]
 ????? ???? ?????? ??????? ?????? ?? ???????? ???????? ?? ?????? ?????????? ????????? ??????? ?? ????????? ???? ???? ?????? ?????? ?? ??????? ?????? ???? ?? ???????? ?? ?? ???? ??? ??????? ???????? ??? ??? ??????? ???? ???? ??????? ??????? ??????? ????? ??????? ???????? ????? ?????? ??? ?????? ???? ???? ????? ??????? ????? ?????? ?? ???? ???? ????? ?????? ?????? ?????? ???? ?????? ???? ????????? ????? ???? ????? ?????? ????? ??? ?????? ???",0
?????? ???????,"??? ???????? ????? ????? ?????? ?? ???? ??????? ??? 1280 ????.[62] ????? ???????? ??????? ?? ????? ??? ????????? ?????? ???????????.[45]
 ??? ????? ??????? ?????? ????? ?????? ??????? ??? ??? ?? ?????? ???? ?? ???? ??? ?????? ??????? ?? ????? ?????? ?????? ??????? ?????????? ?????????? ??? ?? ?? ????? ?? ???? ????? ??????. ???? ????? ????? ??????? ?? ????? 8 ????? ?? ?? ???? ????? ???? ???? ????? 8 ????? ????? ???? ???? ???? ???? 16 ???? ?????? ?????? ?? ????? ???? ???? ??? ?????? ???????.
 ????? ??? ???? ?? ????? ??????? ???? ????? ??????:[63]
 ???? ?? ??????? ??????? ?? ??????? ?????? ?? ???????? ???????? ??? ?? ??????? ?????? ???? ?? ?????? ??? ????? ??? ???? ?????? ??????? ?? ???? ????? ?????????? ?????? ??????? ?? ??????? ???? ???? ??????? ???? ?????? ??????????.[66] ????? ?????? ??????? ?????? ?? ???????? ????????? ?? ???? ??????? ??????? ?????? ????? ??? ??????? ??? ???????? ?? ?? ?????? ?? ?????? ??? ?????? ?? ??????? ?? ???? ?? ????? ??? ?? ?????? ?????? ?????? ?? ??? ???? ??? ????????? ??? ???????? ???? ??? ???? ?????? ????? ?????? ???? ????? ?????????? ?????? ??? ??????? ????? ??? ??? ????? ????? ??? ??????? ?? ????? ??? ????????? RFC 5722.[67]
 ???? ????? ??????? ?????? ?? ???????? ???????? ?? ????? ???? ???????? ??? ?????? ?????? ???? ???? ?????? ????? ?? ????? ?????? ????? ??? ????? ?????? ?????? (???????????: Atomic Fragment)? ??? ???? ?? ????? ???? ?????? ??????? ?????? ???????????[45] ??? ????? ?? ?? ??? ????? ???? ???????? ?? ?? ??? ?? ??? ??????? ?? ?? ??? ",100
???????,"????? ???? ??????? ?????? ??????? ??????? ????? ???? ????? ???????? ?? ????? ???? ?????? ??? ???? ??????? ?????? ???? ????? ?? ??? ??????? ?? ?????? ??????? ???? ???? ???? ???? ???? ??????? ?? ??? ???? ????? ????? ??????? ????? ??????? RFC 6946 ????? ?????? ????? ?????? ?????? ??? ????? ?? ???????.[68]
 ?? ???? ??? ????????? ??????? ?? ????? ????? ???? ???????? ??? ?????? ?? ????? ????? ??? ????? ??????? ????? ?????? ?? ???? ??? ????? ???? ?? ???? ???????? ?????? ???? ??? ??????. ????? ?? ???????? ??? ???? ??? ?????? ????? ?? ???????? ??? ??? ???????? ???? ???????. ??????? ??? ????? ??????? ??????????? ?????? ???? ?? ???? ???????? ????? ????? ???????? ???? ??? ???????? ?????? ?? ?????? ??? ?????? ?????? ?? ???? ????? ??????? ????????? ????? ????????.
 ????? ?? ?????? ??????? ?? ???? ????? ?? ??????? ???? ???? ???? ??????? ?????? ??????? ??????? ??? ???? ??? ???? ?????? ?? ??????? ??? ?????? ????? ?????? ????? ????? ???? ?????? ?????? ?????? ??? ??? ???? ???????? ??? ??? ???????? ????? ??? ??? ??????? ?????? ???????? ????? ??? ?????? ??????? ???????? ?? ???? ????? (???????????: Link Fragmentation and Interleaving ???????? LFI)?.[6][73]
 ???? ??????? ???????? ????? ?????? ??? ???? ????? ?????? ?????????? ???????? ?????? ??????????? ????? ??????? ??? ????? ?????????? ?????? ????? ??????? ?? ???? ??? ???????? ???? ????? ????? ?????.[74][75]
 ????? ????? ???????? ??????? ??????? ????????? (???????????: IEEE 802.11)? ????? ??????? ????? ????? ????? ?????? ?????????? ?????? ????? ??",100
????? ???????? ?? ?????? ?????? ??? ?????? ??? ???? ????????,"???? ??????? ????? ??? ????? ????? ???? ????? ????????? ?? ???? ????? ?????? ???? ????? ??? ?????? ??? ????? ??????? ???? ???? ?????? ?????? ?????? ???????? ????? ??? ??????? ???????.(4) ???? ??????? ???????? ??????? ?????? ??????? (???????????: Defragmentation)? ???? ?? ???? ?? ?????? ??????? ????? ???????? ???? ???? ???? ?????? ?? ?????? ??? ??????.[72]
 ??? ?????? ?????? ??????? ?????? ????? ??? ???? ???? ??????? (???????????: dot11FragmentThreshold)?? ????? ??????? ?????????? ?????? ?????? ???? ??? ??????? ??? ???? ?????? ?????? ???? ???? ?????? ??? ??????? ???? ?? ???? ???????? ????? ??????? ????? ??? ????? ??????? ??? ???? ?????? ??????????.[76]
 ???? ????? ????? ??? ????? ??????? ????? ?? ???? ???????? ??????? ??????? ????????? ??? ?? ??? ??????? ????????? ???? ????? ???? ???? ??????? ?????? ???? ??? ???? ?????? ????? ????????? ???????? ????? ?????? ??????? ????? ????? ???????? ????? ??????? ?????? ??????? ???????? ????????. ???? ??? ????? ???? ???? ??????? ??????? ??????? ????? ?????? ??? ?????? ?????? ????? ??????? ?????.[77]
 ?? ????? ??????? ?? ??????? ?? ???? ????? ????? ?? ??? ???? ???????? ??????? ??????? ??? ?????? ??? ??????? ???? ??? ????? ??? ???????? ??? ??????? ??????? ??? ??? ????? ???? ?? ???? ??????? ??????? ?????? ????? ?????. ???? ??? ??????? ????? ??????? ???? ??????? ?????? ?????? ??? ?????? ?????????? ??? ??? ??????.[78] ????? ?????? ??????? ?????? ??? ??? ????? ?????? (FRF.12).[79]
 ?????? ??????? ?? ???? ????? ????? ???? ?? ???? ??????? ???????? ",100
???????? ???,"?? ???? ????? (LFI).[6] ?? ???? ??? ????? ????? ????? ????? ???????? ???? ?? ?????? ?? ???? ????? ???????? ???????? ?? ???? ?????? ?????? ?????????? ????? ????? ??? ??????? ??????????.[80] ??????? ???????? ??????? ??????? ????????? ????? ??? ?????? ?????? ???????.[81]
 ?????? ????? ??????? ?? ????? ????? ????? ???? ????? ?? ???????:[79]
 ???? ????? ????? ?????? ?????? ??? ?????? ?? ????? ????? ?????? ???????? ????? ????? ??? ?? ?????? ??? ???? 2 ????? ?????? ?????? ???????? ??? ???? 2 ???? ?????? ??? ???? ??????? ??? ???????? ???? ????? ???????? ???? ?????? (???????????:  Network Layer Protocol ID ???????? NLPID)? ??? ???? 1 ????? ????? ??? ?????? 16(1B) ?? ???? ???????.[82] ??? ????? ??????? ??? ??????? ????? ?????? ??????:[79]
 ???? ????? ???? 2 ???? ??? ?????? ????? ??? ???? ????? ???????? ???????? ????? ??? ?????? [??????????].[83]
 ???? ??? ?????? ?????? 2 ????? ??? ????? ?? ?????? ??????? ???? ????? ??????:[79]
 ?????? ????? ???????? ????? ??? ?????? (PPP) ????????? ???? ???????? ??? ??? ??? ?????? ??? ???? ???????? ????? ?? ???? ?????? ??? ?????? ??????????? ???? ??????.[84] ?????? ????? ?????? ???? ?????????? ???? ?????? ???? ?? ?? ??? ??????? ???? ?? ???? ???? ????? ?????? ??? ?? ??? ??????? ???? ???? ??? ???????? ????? ??? ???????? ????????? ????? ????? ??????? ??? ??????? ????? ?? ????? ??? ????????? (RFC 1990).[81] ??? ?? ??????? ??????? ???? ?? ???? ??????? ???????? ?? ???? ????? (LFI).[85]
 ?????? ???????? ???? ????? ?? ????? ??????? ????????? ???? ????? ?????? ",100
?????????? ??????????????? ?????? ??????? ??? ????? ???????? ?????????????? ???????????????? ??? ?????????? ???????????????????? ?????????? ???????? ???????????? ?????????? ???????? ?? ?????????? ?????????????????????????????? ??????????????? ????????????????????? ????????????? ????????????????? ?????? ????????????????????? ??????????? ??????????????????????????????.,"?? ???? ??? ????????? ????? ???? ???? ?????? ??????????? ?????? ?? ???? ???????? ???? ?????? ?? ???? ??? ?????? ?? ???? ?? ????? ???????? ????? ??? ?????? ?? ??? ????? ???? ???? ???? ????? ???? ????? ????? ?????? ?? ???? ??? ????????.[86]
 ?? ??? ????? ????? ??? ???? ????? ???? ???? ????? ?????????? ???? ?????? ?????????? ?????? ???? ???????? ??????? ?? ???? ?????? ??? ??? ?? ?????? ?? ???? ?????? ???? ????? ?????? ?????? ??? ???? ?????? ????? ????? ??? ????? ????? ????? ??? ????? ???????? ????? ??? ??????? ???? ???? ?? ???? ?????? ?????? ?????? ????? ????? ????????? ????? ??? ??????? ????? ????? ?????? ????? ?? ????? ?????? ??? ?????? ???????? ????? ??? ??????? ?????? ????? ?? ????????? ?? ??? ????? ????? ???? ???????? ???????.[87]
 ???? ?????? ???????? ??? ???? ?????? ?? ????? ?????? ?????????? ????????? ???????? ?????? ???????. ???? ??? ?????? ???????? ???? (2) ?? (4) ????? ??? ??? ???????? ????? ???????? ?? 4 ???? ??:[81][88]
 ???? ???????? ???????? ????? ?????? ?? ????? ??????? ?? ?????? ???????? ??? ?? ???? ??? ????? ??? ???? ?????? ??????????? ????? ??? ????? ??????? ??? ??????? ?????? ???? ???? ?? ??????? ????? ??????? ?? ?????? ??????? (???????????: Aggregation at physical layer ???????? APL)? ????? ???????? ???? ??? ??????? ?????? ???? ??? ??? ?????? ??? ??????? ??? 1 ?2 ?4 ?10 ???? ?? ?? ???????? ????? ?????? ??? ????? ??? 40 ?? 100 ???? ?? ?? ???????. ???? ?????????? ????? ???????? ?????? ?? 64 ????? ????????? ?? 512 ????? ??? ???? ????? ??? ??????? ??? ?????? ???",100
????? ????? ?????? ???????," ??????.[69]
 ??? ????? ???? ???????? ?????? ?? ??? ??????? ??? ??? ?? ?????? ???? ???? ????? ?????? ???? 32 ?? ????? ???? 16 ?? ??? ????? ???? ??? ????? ????? ??? ???? ?????. ????? ????? ??????? ??? ???? ????? ???? ???? ??? ??????? ?? ??? ?????? ????? ??????? ?? ??? ????????? ???????? ??? ???????? ????????? ????? ????? ??? ??? ???? ??? ???? ??? ???????? ??? ????? ???????? ??? ????? ??????? ?????? ????? ?????? ??????? ?????? ???? ???????? ?????? ?????? ?? ????? ???? ????????.[7]
 1. ??????? ?? ????? «?? ???? ???? ??????» (???????????: Destination unreachable Message)?? ???? ???? ??? ????? ?? ?????? ?????????? ??? ?????? (3) ???? ??????? ??? ?????? (4)? ????? ???? ???? ???? ??????? ???? ??? ??? ??????? ?????.[90]
 2. ??????? ?? ????? «?????? ????? ?????» (???????????: Packet Too big)? ???? ???? ??? ????? ?? ?????? ?????????? ??? ?????? (2) ???? ??????? ??? ?????? (0).[91]
 3. ??? ??????? ??? ???????? ???? ?????? ????????? ????????[92] ????? ???? ????? ?????????? ????????? ?????? ????? ???????????? ???? ???? ????? ??????? ????????? ??? ?????? ??? ????? ???????????? ???? ???????? ??????????? ?????? ?? ???????????? ???? ???? ?????? ???? ??????. ?? ?? ???????? ???? ?? ???????? ???? ????? ??? ??????? ?????? ????????? ????????? ???? ????? ??? ????? ????????? ????? ?????? ?? ???????? ?? ???????? ???? ????? ????? ??? ???????? ????.
 4. ??????? ??? ??? ?? ??????? ?????? ??: (???????????: The process of partitioning an MSDU or an MMPDU into smaller MAC level"" frames, MPDUs, is called fr",100
?????????? ?????? ????? ?????? ??????? ?????? ????? ??????? ????????? ?????? (VLAN)? ??????? ????? ????????? ??????? ??? ?????? ?????? (Jumbo Frames)? ??????? ????? ????????,"agmentation. Fragmentation creates MPDUs smaller than the original MSDU or MMPDU length to increase reliability, by increasing the probability of successful transmission of the MSDU or MMPDU when channel characteristics limit reception reliability for longer frames"")?.
 5. ???? ????????? ????? ???? ?????? ????? ????? ????? ?????? ???????? ??????? ?????????? (VLAN) ????????? ???????? (IEEE 802.1q)? ????? ???? (4) ???? ???????? ????? ????? ???????? (1522) ?????[93] ??????? ????? ???????? ??????? ???????? (IEEE 802.1.ad)[94] ???? ???? (8) ???? ????? ???? ??? ????? ?????? ????? ????? ???????? (1526) ????? ??????? ??? ???????? ???????? (???????????:  Jumbo frame)? ???? ?????? ????? ?? ???? ?????? ???? ??? ?????? ?? (1500) ?????[95] ??????.
 6. ???? ??????? ?????? ????? ??? ???????? ???????? ??????? ??????? (WEP) ?? ????? ?????? ?? ?????? ????? ?????? ????????? (WPA) ?????? ???? ???????? ????? ?? ????? ??????? ?? ??? ??? (20) ????? ????? ??? ???? ????? ??????? ?????? ?? (2324) ????.[96][97]
",80
30 ?????,"????? - ????? ????? - ????? ???? ?????? ?????? ????? (???????????: Windows Vista)? ?? ???? ????? ?????? ?????? ?? ????? ???? ?????????? ???????? ??????? ???? ???? ?????? ??????? ???????? ????????? ???????? ????????? ?????????. ??? ??????? ???? ??? ??? ?????? 7 ??????????? ??????? ??? ??????? ?? ????? «?????» ?? 22 ????/????? ??? 2005? ??? ???? ??????? ??? ??????? ?????? ?????? ???????? (???????????: Longhorn)?.[1] ????? ????? ?????????? ????? ?? 8 ?????? 2006? ??? ??????? ???? ???????? ???? ??? ???? ????? ??? ????? ????????? ?????? ????? ??????? ?????? ??????? ?????????. ??? 30 ????? 2007? ???? ?????? ????? ?????? ????? ????? ????? ????? ??????? ?? ???? ??????????.[2][3] ??? ??? ???? ???? ???????? ?????????? ??? ?? ???? ???? ????? ???????? ??????? ??? ?? ??? ???? ????? ??? ??? ??? ??? ????? ??? ?????? ??? ??.
 ?????? ????? ???? ?????? ?? ??????? ???????? ???? ????? ????? ????? ?????? ????? ???? «?????? ???»? ?????? ??? ?????? ?????? ????? ?????? ??????? ???????? ??? ???? ????? ???? ?? ??? ?????? ????? ????? ????? ??????? ??????? ??????? ?????? ???????? ??????. ???? ????? ??? ????? ????? ??????? ??? ???????? ???? ??????? ???????? ?? ???? ????? ???? ????? ??? ???? ????? ?????? ??????? ???????? ???? ?????? ???????? ????????? ??????? ??? ???????? ????????. ???????? ????????? ??? ???? ????? ???? ??????? ?????? ?? «???? ???.??» ???? ???? ??? ??? ????? ??????? ???? ????? ???????? ???? ????? ????? ??????? ?????? ?????????.
 ??? ??????? ??????? ???? ????? ?????????? ???? ???? ??????? ",100
?????? ???????? ??????? ??????,"?? ????? ?? ????? ???? ????? ?? ????? ????? «??????».[4] ??? ???? ?????????? ??????? ???? ???? ??????? ??? ?? ?????????? ???? ????? ?? ??? ?????? ??????? ???? ?? ?????? ????????? ????? ????? ???????? ?????? ??????? ??????? ?????????? ?«????? ??? ?????? ??????» (???????????:  Buffer Overflows)?. ??? ??? ???? ???? ???? ???? ????? ?????????? «?? ????» ?? ????? 2002 ?? «?????? ??????? ??????? ??????» (???????????: Trustworthy Computing)? ????? ???? ??? ????? ????? ?????? ?? ?? ???? ?? ????? ????? ????????? ?? ??????. ????? ?????????? ???? ???? ???????? ?????? ??? ?????? ??? ?? ??????? ???? 2003 (???????????: Windows Server 2003)? ???? ?? ????? ????? ??????? ?????? ??? ?? ??? ?? ???? ?????? ???? ?????.[5]
 ???? ?????????? ????? ???? «????????» ?? ????/???? 2001?[6] ?? ??? ??? ???? ?? ????? ?????? ??? ??. ????? «????????» ???? ????? ??????? «?????? ????????» ??? ????? ?????? ?? ????? ?? ???????? ?????????? ?????? ??? ??? ?? ??????? ?? ???? ???????? ?? ??????? ?? ????? ??? 2003 ????? ????? ??? ?????? ??? ?? ?«??????» (???????????: Blackcomb)?? ????? ???? ??????? ""?????"" ???????.[7] ?????????? ?????? «????????» ?????? ?? ???????? ???????? ??????? ??????? ???? ???? ?? ??????? ?? ???? ?? ???? ??????? ??? ??? ??? ????? ???? ??????? ??? ????. ??? ?? ?????? ?? ???????? ???????? ??????????? ?? ?? ??????? ?????? ??? ?????? ??? ??. ??? ????? ??????? ?? ????? ??????? ???? ???? ??? ????? ?????????? ?? 27 ??/????? 2004 ???? ???? ???? ??????? ????. ??? ????? «????????» ?? ???? ???????? ??? ?????",0
7 ???????/ ????? ????," ?????? ???? 2003 ?? ?????? ??????? ???? ?? ???? ????? ???? ????? ?????. ??? ??????? ??????? ?????? -??? ??? ?? ?? ?NGSCB - ?? ??? ??????? ?? ???????? ?? ??? ????? ????? ???? ??? ???? ????? ????????? ?????? ?????? «???? ???? ????? ?????» (???????????: Security Development Lifecycle)? ???? ??? ?? ????? ???? ????? ????? ????????.[8]
 ??? ????? ????? ?? «????????» ??? ?????? ????? ??? ??? ??? ????? ????? ?????????? ?? ??? ?????? «?????? ??????» ????? ???? ???? ?????? ?? ????????? ????????. ??? ?????/?????? 2005 ???? ?????????? ???? ????????? ???????? ???????? ??????? ??????? ??????? ??????? (???????????: Community Technology Previews)? ??? ??????? ??????. ?? ????? ??? ??? ????????? ??? ???????? ?? ????? ???????? ????????? (PDC) ???? 2005 ??? ?? ?????? ?????? ??????? ?????? ??? ?????????? ???????? «???? ???????? ??????????» MSDN. ??? ????????? ??????? ??? ??? ???? ??????? ???????? ?? ??? ?????? ???????? ???? ?? ??? ?? ????????? ?? ????? ????????? ?????? ??? ???? ???????? ?????? ?? ?????? ??????.
 ??? ?????? ?????? ?????? ?? ???? ????? ???????? ???? ???? ?? 22 ????/?????? 2006? ??????? ?? ????? ???? ???? ???? ????? ??????? ??????? ?? ?????? ?? ??? ??? ????????? ??????? ?????? ???????? ?????????? ???? ????? ??? ??????? ???????? ??. ?????? ?????? ??????? ??????? ?????? ?? ????? ??????? ???? 2 ????????? ?? ????? ????/???? 2006 ???????? ???? ?? 7 ??????/????? 2006 ??? ?????? ?????????? «?????? ????????» (???????????: Customer Preview Program)?. ??? ???? ?? ???? ?????? ??? ?????? ??? ?",0
2006,"?????. ??? ??? ?????/?????? 2006? ????? ?????????? ?????? «??????? ??????? 1» ?? ?????? ?????? ??? ??????? ?? ???? ??? ???? ?????? ??? ????? ?????? ?????. ???? ??? ??? ??????? ?????? ??????? ?? ?????? ?? ?????? ?? ??? 2006.[9]
 ?????? ????? ?????? ??????????? ??? ?? ????? ?????? ???????? ????? ?? ?? ??? 25 ????? ?????/?????? 2006? ?? ??? ??? ????? ?????? ??? ????? ?????? ??? ??. ???? ?? ???? 2006? ?? ??????? ?? ????? ??? ????? ??? ????? 2007 ???? ?????? ????? ?????? ?????? ??????? ???????? ????????? ????? ???????. ????? ??????? ????????? ?? ???? ??? ??????? ?????? ??? ???? ????? ??? ?????????? ?? ??????? ????????? ?? ?????? ?????? ????????? ????? ???? ??????? ??????? ??????? ?????? ?? ???? ????????. ???? ?? 8 ??????/????? ?????? 2006? ????? ?????????? ?? ???????? ?? ????? ?????????? ?????? ????? ???? ???? ???? ?????? ?????? ?????? ?? ??? ????????.[10] ????? ?????????? 6 ??????? ????? ??????? ?????? ??? ??????.[11]
 ?? ?????? ?? ???? ?????? ????? ??????? ??????? ??? ??????? ?????? ???? ???? ?????? ???????? ????????? ????? ????? ?????? ?????? ??? ??????? ?? ?? ???? ??? ????? ????????.
 ????? ?????? ?????? ????? ?? ????? ?????.[4] ??????? ?????????? ??????? ???? (???????????: Trustworthy Computing)? ??? ??? ?????? ?????? ??? ????? ?????? ??? ???? ???????? ??? ????? ??? ??????? ??????? ??????????. ???? ???????? ??????? ?? ???:
 ?????? ?? ?? ?????????? ??????? ?????? ?????? ??? ????? ???????? ???????? ??? ?? ?????????? ?? ????? ????? ????? ?? ??????? ??????? ???? ????? ??????? ???",0
??????? ???????,"? ?? ???? ???? ??????? ?? ?? ??????? 2000 ??????? ??? ??.
 ????? ?????? ????? ??? ??? ???? ????? ?? ?????? ????? ?????????. ?????? ?? ?? ??????? 3 ?? «???? ???.??»? ????? ????? ?? ??? ?? «??????? ???????» (???????????: class library)? ???????? ?????? ?????? ????? (???????????: Common Language Runtime)?. ??? ??????? ?????? ?????? ?? ????????:[30]
 ???? ???????? ??????? ???? ??????? ??????? ??? ?? ??????? ???? 2003 ?????? ??????? ??? ??? ???????? ??????????? ????????.
 ?????? ???? ?????? ???? ???? ?????? ??????? ????? ????????? ?? ??? ???? ???????? ???? ?????? ?????? ?? ????? ???????? ???????? ??????? ?????? ?????? ?????? ????? ???????? ?????????? ??????? ?????? ??????? ????? ?????????? ???????? ?????? ?????? ????????? (""ClickOnce"" ?Windows Installer 4.0) ????? ???? ?????? ?????? ??????? ????? ""Transactional NTFS"" ???????? ????? ????? ??????? ??????? ????????[32] (???????????: mobile computing API)?? ?? ????? ?????? ???? ??? ?????? ?????? (???????????: Tablet PC)? ???? ???????? ???????? ???????? ?????? ?? ??????? ????? ?????? ?? ??????? ??????? ???????? ??? Winlogon ?CAPI.
 ???? ??? ??????? ??????? ?????? ????????? ????? ???????? ??? ????? ????? ????????? ???????? ?? ?????. ???????? ?? ??????? ???? ??? ?????? ??? Direct3D 10 ?????? ?????? ?? ???? ??? ????????? ?????? ?? ???????[33] ??? ?? Direct3D 10 ??? ????????? ?? Direct3D 9.
 ?? ??????? ?? ??? ??? ???????? ???????? ???? ???? ????? ?? ?????? ??? ??? ??? ????? ?? ??? ?????? ????? ??????? ?? ?? ??? ?????? «????? ??????» (?????",100
????? ???? 800 ????????? ??? ????? ?????? ??????? 512 ???? ???? ?????? ?????? DirectX 9,"??????: NetMeeting)? ????? ????? ?????? (???????????: Windows Meeting Space)?. ?? ????? ?????? ????? ??? ???? «????» ???? ???? ?????? ??????? ??? ??. ??? ??? ???? «????? ?????? ?????» (???????????: Hardware Profiles)? ????? ??? ?????? ?????? ???? (???????????: Motherboards)? ??????? ??? ???? «?????? ??????? ??????? ???????» EISA ?«??????? ???????? ??????» APM. ??? ???? ?????????? ????? WinHlp32.exe ???? ?????? ???? ????? ???????? ???? ???? ???????? hlp ?? ?????? ?????? ??? ??????? ?????? ????? ?? ??????? ??.[34][35][36]
 ?? ??????? ??????? ???? ????? ??????? ?? ??? ?? ??????? ?????? ?? ??? ????? ??? ????? ??????? ???? ????? ???????? ??????? ??????? ?????.[37]
 ??????? ????? ???? ?????? ?????? ??????.[39][40]
 ???? ?????????? ???????? ??????? ??? ????? ????? ????? ??? «???? ??? ?????» (???????????: Vista Capable)? ?«???? ?????? ?????»[44] (???????????: Vista Premium Ready)?. ??????? ?????? ??? ????? ?? ?? ???? ????? ?? ??? ?? ????? ??? ????? ????? 800 ???? ???? ??? ????? ?????? ??????? ??????? 512 ???? ???? ?????? ??????? ?? ??? DirectX 9 ??? ???? ?????? ??? ??? ????????? ??????? ??????? ?????? ??????? ??? ?? ??? ????? ???. ??? ?????? ??????? ?????? ??????? ?????? ??????? ??????? ?????? ????? ?????? ??? ????? ?? ???? 1 ???? ???? ??? ????? ?????? ?????? ??????? 1 ???? ???? ?????? ??????? ??????? ?? ??? ?????? ??????? ??????? 128 ???? ???? ??? ????? ????? ???? ?????? ????? ????????.[45] ????? ?????? ?????? ???????? ??? ?????? ???? ??????? ???? ???? ??????? ??????? ????? (???????",100
????? 9800,"????: Windows Vista Upgrade Advisor)? ???? ?????? ???????? ?????? ???????? ???????? ?????.[46][47] ????? ??? ?????? ??? ?????? ??? ?? ???.[48][49]
 ?????? ?? ?????? ????????? ???? ???? ?? ?????? ??? ?? ??????? 2000 ?? ???? ?????????? ?? ?????? ?????? ????????? ?????????. ???? ????? ??? ???? ??? ??????? ????? ????????? ?????? ?????? ???.
 ?? ??? ???? ??? ????? ??????? ??????? ?? ?????? ??? ???? ??????? ?????? ?? ????? ????? ??? ????? ATI Radeon 9800 Pro ?nVidia GeForce FX 5900. ???? ??? ?????? ????? ????? ????? ?? ???????? ??????? ??? DirectX 9? ??? ?? ????? ??? ????? ?????? nVidia GeForce FX ??? ?????? ??????? ATI Radeon 9500 ??? ?????? ??????? GMA 950 ??????? ?? ????? ??????? VIA ?S3 Graphics? ???? ????? ?? ????? ???? 2.
 ?? ???? ?????????? ??? ???? ?????? ??????? ?? ??? AGP ?? PCI ?? ???? ????? ??????? ??? ?? ??. ????? ??? ?????? ?? ??? PCI ??????? ?? ?????? ?????:
 ?????? ?????? ??? ??? ?????? ?? ??? «???? ?????? ????? ???????» (WDDM) ??? ????? ???????? ??? ???? ????? ????? ???? ?? ???? ???? ???????? ????? «???? ?????? ????? ???????». ?????? ??? ??? ?????????? ????? ????? ???? ???? ?? ???? ??? ???????? ?????? ?? ????? ??????.
 ????? ?????????? ?? ?????? ???????? ?? ????/?????? 2006 ?? ?????? ????? ????? ?? ??????? ???? ???????. ?????? ????? ????? ??? ?? ???? 32-?? ?64-??? ?? ??? ????? ?????? ????? ?????????? ??? ????? ??????? ?????? ????????? 32-?? ???.
 ????? ???????? ??? ??? ????? ????????? «??????? ??» (???????????: Business N)? ?«??????? ??????? ??» (???????????: Home ",0
